protein_id,contig_id,keywords
NC_028951_0030,NC_028951,none
NC_028951_0031,NC_028951,none
NC_028951_0032,NC_028951,none
NC_028951_0033,NC_028951,none
NC_028951_0034,NC_028951,none
NC_028951_0035,NC_028951,none
NC_028951_0036,NC_028951,none
NC_028951_0037,NC_028951,none
NC_028951_0038,NC_028951,none
NC_028951_0039,NC_028951,none
NC_028951_0040,NC_028951,none
NC_028951_0041,NC_028951,none
NC_028951_0042,NC_028951,none
NC_028951_0043,NC_028951,none
NC_028951_0044,NC_028951,none
NC_028951_0045,NC_028951,none
NC_028951_0046,NC_028951,none
NC_028951_0047,NC_028951,none
NC_028951_0048,NC_028951,none
NC_028951_0049,NC_028951,none
NC_028764_0001,NC_028764,none
NC_028764_0002,NC_028764,none
NC_028764_0003,NC_028764,none
NC_028764_0004,NC_028764,none
NC_028764_0005,NC_028764,none
NC_028764_0006,NC_028764,none
NC_028764_0007,NC_028764,none
NC_028764_0008,NC_028764,none
NC_028764_0009,NC_028764,none
NC_028764_0010,NC_028764,none
NC_028764_0011,NC_028764,none
NC_028764_0012,NC_028764,none
NC_028764_0013,NC_028764,none
NC_028764_0014,NC_028764,none
NC_028764_0015,NC_028764,none
NC_028764_0016,NC_028764,none
NC_028764_0017,NC_028764,none
NC_028764_0018,NC_028764,none
NC_028764_0019,NC_028764,none
NC_028764_0020,NC_028764,none
NC_028764_0021,NC_028764,none
NC_028764_0022,NC_028764,none
NC_028764_0023,NC_028764,none
NC_028764_0024,NC_028764,none
NC_028764_0025,NC_028764,none
NC_028764_0026,NC_028764,none
NC_028764_0027,NC_028764,none
NC_028764_0028,NC_028764,none
NC_028764_0029,NC_028764,none
NC_028764_0030,NC_028764,none
NC_028764_0031,NC_028764,none
NC_028764_0032,NC_028764,none
NC_028764_0033,NC_028764,none
NC_028764_0034,NC_028764,none
NC_028764_0035,NC_028764,none
NC_028764_0036,NC_028764,none
NC_028764_0037,NC_028764,none
NC_028764_0038,NC_028764,none
NC_028764_0039,NC_028764,none
NC_028764_0040,NC_028764,none
NC_028764_0041,NC_028764,none
NC_028764_0042,NC_028764,none
NC_028764_0043,NC_028764,none
NC_028764_0044,NC_028764,none
NC_028764_0045,NC_028764,none
NC_028764_0046,NC_028764,none
NC_028764_0047,NC_028764,none
NC_028764_0048,NC_028764,none
NC_028764_0049,NC_028764,none
NC_028764_0050,NC_028764,none
NC_028764_0051,NC_028764,none
NC_028764_0052,NC_028764,none
NC_028764_0053,NC_028764,none
NC_028764_0054,NC_028764,none
NC_028764_0055,NC_028764,none
NC_028764_0056,NC_028764,none
NC_028764_0057,NC_028764,none
NC_028764_0058,NC_028764,none
NC_028764_0059,NC_028764,none
NC_028764_0060,NC_028764,none
NC_028764_0061,NC_028764,none
NC_028764_0062,NC_028764,none
NC_028764_0063,NC_028764,none
NC_028764_0064,NC_028764,none
NC_028764_0065,NC_028764,none
NC_028764_0066,NC_028764,none
NC_028764_0067,NC_028764,none
NC_028764_0068,NC_028764,none
NC_028764_0069,NC_028764,none
NC_028764_0070,NC_028764,none
NC_028764_0071,NC_028764,none
NC_028764_0072,NC_028764,none
NC_028764_0073,NC_028764,none
NC_028764_0074,NC_028764,none
NC_028764_0075,NC_028764,none
NC_028838_0001,NC_028838,none
NC_028838_0002,NC_028838,none
NC_028838_0003,NC_028838,none
NC_028838_0004,NC_028838,none
NC_028838_0005,NC_028838,none
NC_028838_0006,NC_028838,none
NC_028838_0007,NC_028838,none
NC_028838_0008,NC_028838,none
NC_028838_0009,NC_028838,none
NC_028838_0010,NC_028838,none
NC_028838_0011,NC_028838,none
NC_028838_0012,NC_028838,none
NC_028838_0013,NC_028838,none
NC_028838_0014,NC_028838,none
NC_028838_0015,NC_028838,none
NC_028838_0016,NC_028838,none
NC_028838_0017,NC_028838,none
NC_028838_0018,NC_028838,none
NC_028838_0019,NC_028838,none
NC_028838_0020,NC_028838,none
NC_028838_0021,NC_028838,none
NC_028838_0022,NC_028838,none
NC_028838_0023,NC_028838,none
NC_028838_0024,NC_028838,none
NC_028838_0025,NC_028838,none
NC_028838_0026,NC_028838,none
NC_028838_0027,NC_028838,none
NC_028838_0028,NC_028838,none
NC_028838_0029,NC_028838,none
NC_028838_0030,NC_028838,none
NC_028838_0031,NC_028838,none
NC_028838_0032,NC_028838,none
NC_028838_0033,NC_028838,none
NC_028838_0034,NC_028838,none
NC_028838_0035,NC_028838,none
NC_028838_0036,NC_028838,none
NC_028838_0037,NC_028838,none
NC_028838_0038,NC_028838,none
NC_028838_0039,NC_028838,none
NC_028838_0040,NC_028838,none
NC_028838_0041,NC_028838,none
NC_028838_0042,NC_028838,none
NC_028838_0043,NC_028838,none
NC_028838_0044,NC_028838,none
NC_028838_0045,NC_028838,none
NC_028838_0046,NC_028838,none
NC_028838_0047,NC_028838,none
NC_028838_0048,NC_028838,none
NC_028838_0049,NC_028838,none
NC_028838_0050,NC_028838,none
NC_015262_0001,NC_015262,none
NC_015262_0002,NC_015262,none
NC_015262_0003,NC_015262,none
NC_015262_0004,NC_015262,none
NC_015262_0005,NC_015262,none
NC_015262_0006,NC_015262,none
NC_015262_0007,NC_015262,none
NC_015262_0008,NC_015262,none
NC_015262_0009,NC_015262,none
NC_015262_0010,NC_015262,none
NC_015262_0011,NC_015262,none
NC_015262_0012,NC_015262,none
NC_015262_0013,NC_015262,none
NC_015262_0014,NC_015262,none
NC_015262_0015,NC_015262,none
NC_015262_0016,NC_015262,none
NC_015262_0017,NC_015262,none
NC_015262_0018,NC_015262,none
NC_015262_0019,NC_015262,none
NC_015262_0020,NC_015262,none
NC_015262_0021,NC_015262,none
NC_015262_0022,NC_015262,none
NC_015262_0023,NC_015262,none
NC_015262_0024,NC_015262,none
NC_015262_0025,NC_015262,none
NC_015262_0026,NC_015262,none
NC_015262_0027,NC_015262,none
NC_015262_0028,NC_015262,none
NC_015262_0029,NC_015262,none
NC_015262_0030,NC_015262,none
NC_015262_0031,NC_015262,none
NC_015262_0032,NC_015262,none
NC_015262_0033,NC_015262,none
NC_015262_0034,NC_015262,none
NC_015262_0035,NC_015262,none
NC_015262_0036,NC_015262,none
NC_015262_0037,NC_015262,none
NC_015262_0038,NC_015262,none
NC_015262_0039,NC_015262,none
NC_015262_0040,NC_015262,none
NC_015262_0041,NC_015262,none
NC_015262_0042,NC_015262,none
NC_015262_0043,NC_015262,none
NC_015262_0044,NC_015262,none
NC_015262_0045,NC_015262,none
NC_015262_0046,NC_015262,none
NC_015262_0047,NC_015262,none
NC_015262_0048,NC_015262,none
NC_015262_0049,NC_015262,none
NC_015262_0050,NC_015262,none
NC_015262_0051,NC_015262,none
NC_015262_0052,NC_015262,none
NC_015262_0053,NC_015262,none
NC_015262_0054,NC_015262,none
NC_015262_0055,NC_015262,none
NC_015262_0056,NC_015262,none
NC_015262_0057,NC_015262,none
NC_015262_0058,NC_015262,none
NC_015262_0059,NC_015262,none
NC_015262_0060,NC_015262,none
NC_015262_0061,NC_015262,none
NC_029001_0001,NC_029001,none
NC_029001_0002,NC_029001,none
NC_029001_0003,NC_029001,none
NC_029001_0004,NC_029001,none
NC_029001_0005,NC_029001,none
NC_029001_0006,NC_029001,none
NC_029001_0007,NC_029001,none
NC_029001_0008,NC_029001,none
NC_029001_0009,NC_029001,none
NC_029001_0010,NC_029001,none
NC_029001_0011,NC_029001,none
NC_029001_0012,NC_029001,none
NC_029001_0013,NC_029001,none
NC_029001_0014,NC_029001,none
NC_029001_0015,NC_029001,none
NC_029001_0016,NC_029001,none
NC_029001_0017,NC_029001,none
NC_029001_0018,NC_029001,none
NC_029001_0019,NC_029001,none
NC_029001_0020,NC_029001,none
NC_029001_0021,NC_029001,none
NC_029001_0022,NC_029001,none
NC_029001_0023,NC_029001,none
NC_029001_0024,NC_029001,none
NC_029001_0025,NC_029001,none
NC_029001_0026,NC_029001,none
NC_029001_0027,NC_029001,none
NC_029001_0028,NC_029001,none
NC_029001_0029,NC_029001,none
NC_029001_0030,NC_029001,none
NC_029001_0031,NC_029001,none
NC_029001_0032,NC_029001,none
NC_029001_0033,NC_029001,none
NC_029001_0034,NC_029001,none
NC_029001_0035,NC_029001,none
NC_029001_0036,NC_029001,none
NC_029001_0037,NC_029001,none
NC_029001_0038,NC_029001,none
NC_029001_0039,NC_029001,none
NC_029001_0040,NC_029001,none
NC_029001_0041,NC_029001,none
NC_029001_0042,NC_029001,none
NC_029001_0043,NC_029001,none
NC_029001_0044,NC_029001,none
NC_029001_0045,NC_029001,none
NC_029001_0046,NC_029001,none
NC_029001_0047,NC_029001,none
NC_029001_0048,NC_029001,none
NC_029001_0049,NC_029001,none
NC_029116_0001,NC_029116,none
NC_029116_0002,NC_029116,none
NC_029116_0003,NC_029116,none
NC_029116_0004,NC_029116,none
NC_029116_0005,NC_029116,none
NC_029116_0006,NC_029116,none
NC_029116_0007,NC_029116,none
NC_029116_0008,NC_029116,none
NC_029116_0009,NC_029116,none
NC_029116_0010,NC_029116,none
NC_029116_0011,NC_029116,none
NC_029116_0012,NC_029116,none
NC_029116_0013,NC_029116,none
NC_029116_0014,NC_029116,none
NC_029116_0015,NC_029116,none
NC_029116_0016,NC_029116,none
NC_029116_0017,NC_029116,none
NC_029116_0018,NC_029116,none
NC_029116_0019,NC_029116,none
NC_029116_0020,NC_029116,none
NC_029116_0021,NC_029116,none
NC_029116_0022,NC_029116,none
NC_029116_0023,NC_029116,none
NC_029116_0024,NC_029116,none
NC_029116_0025,NC_029116,none
NC_029116_0026,NC_029116,none
NC_029116_0027,NC_029116,none
NC_029116_0028,NC_029116,none
NC_029116_0029,NC_029116,none
NC_029116_0030,NC_029116,none
NC_029116_0031,NC_029116,none
NC_029116_0032,NC_029116,none
NC_029116_0033,NC_029116,none
NC_029116_0034,NC_029116,none
NC_029116_0035,NC_029116,none
NC_029116_0036,NC_029116,none
NC_029116_0037,NC_029116,none
NC_029116_0038,NC_029116,none
NC_029116_0039,NC_029116,none
NC_029116_0040,NC_029116,none
NC_029116_0041,NC_029116,none
NC_029116_0042,NC_029116,none
NC_029116_0043,NC_029116,none
NC_029116_0044,NC_029116,none
NC_029116_0045,NC_029116,none
NC_029116_0046,NC_029116,none
NC_029116_0047,NC_029116,none
NC_029116_0048,NC_029116,none
NC_029116_0049,NC_029116,none
NC_029116_0050,NC_029116,none
NC_029116_0051,NC_029116,none
NC_029116_0052,NC_029116,none
NC_048665_0001,NC_048665,none
NC_048665_0002,NC_048665,none
NC_048665_0003,NC_048665,none
NC_048665_0004,NC_048665,none
NC_048665_0005,NC_048665,none
NC_048665_0006,NC_048665,none
NC_048665_0007,NC_048665,none
NC_048665_0008,NC_048665,none
NC_048665_0009,NC_048665,none
NC_048665_0010,NC_048665,none
NC_048665_0011,NC_048665,none
NC_048665_0012,NC_048665,none
NC_048665_0013,NC_048665,none
NC_048665_0014,NC_048665,none
NC_048665_0015,NC_048665,none
NC_048665_0016,NC_048665,none
NC_048665_0017,NC_048665,none
NC_048665_0018,NC_048665,none
NC_048665_0019,NC_048665,none
NC_048665_0020,NC_048665,none
NC_048665_0021,NC_048665,none
NC_048665_0022,NC_048665,none
NC_048665_0023,NC_048665,none
NC_048665_0024,NC_048665,none
NC_048665_0025,NC_048665,none
NC_048665_0026,NC_048665,none
NC_048665_0027,NC_048665,none
NC_048665_0028,NC_048665,none
NC_048665_0029,NC_048665,none
NC_048665_0030,NC_048665,none
NC_048665_0031,NC_048665,none
NC_048665_0032,NC_048665,none
NC_048665_0033,NC_048665,none
NC_048665_0034,NC_048665,none
NC_048665_0035,NC_048665,none
NC_048665_0036,NC_048665,none
NC_048665_0037,NC_048665,none
NC_048665_0038,NC_048665,none
NC_048665_0039,NC_048665,none
NC_048665_0040,NC_048665,none
NC_048665_0041,NC_048665,none
NC_048665_0042,NC_048665,none
NC_048665_0043,NC_048665,none
NC_048665_0044,NC_048665,none
NC_048665_0045,NC_048665,none
NC_048665_0046,NC_048665,none
NC_048665_0047,NC_048665,none
NC_048665_0048,NC_048665,none
NC_028996_0001,NC_028996,none
NC_028996_0002,NC_028996,none
NC_028996_0003,NC_028996,none
NC_028996_0004,NC_028996,none
NC_028996_0005,NC_028996,none
NC_028996_0006,NC_028996,none
NC_028996_0007,NC_028996,none
NC_028996_0008,NC_028996,none
NC_028996_0009,NC_028996,none
NC_028996_0010,NC_028996,none
NC_028996_0011,NC_028996,none
NC_028996_0012,NC_028996,none
NC_028996_0013,NC_028996,none
NC_028996_0014,NC_028996,none
NC_028996_0015,NC_028996,none
NC_028996_0016,NC_028996,none
NC_028996_0017,NC_028996,none
NC_028996_0018,NC_028996,none
NC_028996_0019,NC_028996,none
NC_028996_0020,NC_028996,none
NC_028996_0021,NC_028996,none
NC_028996_0022,NC_028996,none
NC_028996_0023,NC_028996,none
NC_028996_0024,NC_028996,none
NC_028996_0025,NC_028996,none
NC_028996_0026,NC_028996,none
NC_028996_0027,NC_028996,none
NC_028996_0028,NC_028996,none
NC_028996_0029,NC_028996,none
NC_028996_0030,NC_028996,none
NC_028996_0031,NC_028996,none
NC_028996_0032,NC_028996,none
NC_028996_0033,NC_028996,none
NC_028996_0034,NC_028996,none
NC_028996_0035,NC_028996,none
NC_028996_0036,NC_028996,none
NC_028996_0037,NC_028996,none
NC_028996_0038,NC_028996,none
NC_028996_0039,NC_028996,none
NC_028996_0040,NC_028996,none
NC_028996_0041,NC_028996,none
NC_028996_0042,NC_028996,none
NC_028996_0043,NC_028996,none
NC_028996_0044,NC_028996,none
NC_028996_0045,NC_028996,none
NC_028996_0046,NC_028996,none
NC_028996_0047,NC_028996,none
NC_028996_0048,NC_028996,none
NC_028996_0049,NC_028996,none
NC_028996_0050,NC_028996,none
NC_028996_0051,NC_028996,none
NC_028996_0052,NC_028996,none
NC_028996_0053,NC_028996,none
NC_028996_0054,NC_028996,none
NC_028996_0055,NC_028996,none
NC_028996_0056,NC_028996,none
NC_028996_0057,NC_028996,none
NC_028996_0058,NC_028996,none
NC_028996_0059,NC_028996,none
NC_028996_0060,NC_028996,none
NC_028996_0061,NC_028996,none
NC_028996_0062,NC_028996,none
NC_028996_0063,NC_028996,none
NC_028996_0064,NC_028996,none
NC_028996_0065,NC_028996,none
NC_028996_0066,NC_028996,none
NC_028996_0067,NC_028996,none
NC_028996_0068,NC_028996,none
NC_028996_0069,NC_028996,none
NC_028996_0070,NC_028996,none
NC_028996_0071,NC_028996,none
NC_028996_0072,NC_028996,none
NC_028996_0073,NC_028996,none
NC_028996_0074,NC_028996,none
NC_028996_0075,NC_028996,none
NC_028996_0076,NC_028996,none
NC_028996_0077,NC_028996,none
NC_028996_0078,NC_028996,none
NC_028996_0079,NC_028996,none
NC_028996_0080,NC_028996,none
NC_028996_0081,NC_028996,none
NC_028996_0082,NC_028996,none
NC_028996_0083,NC_028996,none
NC_028996_0084,NC_028996,none
NC_028996_0085,NC_028996,none
NC_028996_0086,NC_028996,none
NC_028996_0087,NC_028996,none
NC_028996_0088,NC_028996,none
CP011970_0001,CP011970,none
CP011970_0002,CP011970,none
CP011970_0003,CP011970,none
CP011970_0004,CP011970,none
CP011970_0005,CP011970,none
CP011970_0006,CP011970,none
CP011970_0007,CP011970,none
CP011970_0008,CP011970,none
CP011970_0009,CP011970,none
CP011970_0010,CP011970,none
CP011970_0011,CP011970,none
CP011970_0012,CP011970,none
CP011970_0013,CP011970,none
CP011970_0014,CP011970,none
CP011970_0015,CP011970,none
CP011970_0016,CP011970,none
CP011970_0017,CP011970,none
CP011970_0018,CP011970,none
CP011970_0019,CP011970,none
CP011970_0020,CP011970,none
CP011970_0021,CP011970,none
CP011970_0022,CP011970,none
CP011970_0023,CP011970,none
CP011970_0024,CP011970,none
CP011970_0025,CP011970,none
CP011970_0026,CP011970,none
CP011970_0027,CP011970,none
CP011970_0028,CP011970,none
CP011970_0029,CP011970,none
CP011970_0030,CP011970,none
CP011970_0031,CP011970,none
CP011970_0032,CP011970,none
CP011970_0033,CP011970,none
CP011970_0034,CP011970,none
CP011970_0035,CP011970,none
CP011970_0036,CP011970,none
CP011970_0037,CP011970,none
CP011970_0038,CP011970,none
CP011970_0039,CP011970,none
CP011970_0040,CP011970,none
CP011970_0041,CP011970,none
CP011970_0042,CP011970,none
CP011970_0043,CP011970,none
CP011970_0044,CP011970,none
CP011970_0045,CP011970,none
CP011970_0046,CP011970,none
CP011970_0047,CP011970,none
CP011970_0048,CP011970,none
CP011970_0049,CP011970,none
CP011970_0050,CP011970,none
CP011970_0051,CP011970,none
CP011970_0052,CP011970,none
CP011970_0053,CP011970,none
CP011970_0054,CP011970,none
CP011970_0055,CP011970,none
CP011970_0056,CP011970,none
CP011970_0057,CP011970,none
CP011970_0058,CP011970,none
CP011970_0059,CP011970,none
CP011970_0060,CP011970,none
CP011970_0061,CP011970,none
CP011970_0062,CP011970,none
CP011970_0063,CP011970,none
CP011970_0064,CP011970,none
CP011970_0065,CP011970,none
CP011970_0066,CP011970,none
CP011970_0067,CP011970,none
CP011970_0068,CP011970,none
CP011970_0069,CP011970,none
CP011970_0070,CP011970,none
CP011970_0071,CP011970,none
CP011970_0072,CP011970,none
CP011970_0073,CP011970,none
CP011970_0074,CP011970,none
CP011970_0075,CP011970,none
CP011970_0076,CP011970,none
CP011970_0077,CP011970,none
CP011970_0078,CP011970,none
CP011970_0079,CP011970,none
CP011970_0080,CP011970,none
CP011970_0081,CP011970,none
CP011970_0082,CP011970,none
CP011970_0083,CP011970,none
CP011970_0084,CP011970,none
CP011970_0085,CP011970,none
CP011970_0086,CP011970,none
CP011970_0087,CP011970,none
CP011970_0088,CP011970,none
CP011970_0089,CP011970,none
CP011970_0090,CP011970,none
CP011970_0091,CP011970,none
CP011970_0092,CP011970,none
CP011970_0093,CP011970,none
CP011970_0094,CP011970,none
CP011970_0095,CP011970,none
CP011970_0096,CP011970,none
CP011970_0097,CP011970,none
CP011970_0098,CP011970,none
CP011970_0099,CP011970,none
CP011970_0100,CP011970,none
CP011970_0101,CP011970,none
CP011970_0102,CP011970,none
CP011970_0103,CP011970,none
CP011970_0104,CP011970,none
CP011970_0105,CP011970,none
CP011970_0106,CP011970,none
CP011970_0107,CP011970,none
CP011970_0108,CP011970,none
CP011970_0109,CP011970,none
CP011970_0110,CP011970,none
CP011970_0111,CP011970,none
CP011970_0112,CP011970,none
CP011970_0113,CP011970,none
CP011970_0114,CP011970,none
CP011970_0115,CP011970,none
CP011970_0116,CP011970,none
CP011970_0117,CP011970,none
CP011970_0118,CP011970,none
CP011970_0119,CP011970,none
CP011970_0120,CP011970,none
CP011970_0121,CP011970,none
CP011970_0122,CP011970,none
CP011970_0123,CP011970,none
CP011970_0124,CP011970,none
CP011970_0125,CP011970,none
CP011970_0126,CP011970,none
CP011970_0127,CP011970,none
CP011970_0128,CP011970,none
CP011970_0129,CP011970,none
CP011970_0130,CP011970,none
CP011970_0131,CP011970,none
CP011970_0132,CP011970,none
CP011970_0133,CP011970,none
CP011970_0134,CP011970,none
CP011970_0135,CP011970,none
CP011970_0136,CP011970,none
CP011970_0137,CP011970,none
CP011970_0138,CP011970,none
CP011970_0139,CP011970,none
CP011970_0140,CP011970,none
CP011970_0141,CP011970,none
CP011970_0142,CP011970,none
CP011970_0143,CP011970,none
CP011970_0144,CP011970,none
CP011970_0145,CP011970,none
CP011970_0146,CP011970,none
CP011970_0147,CP011970,none
CP011970_0148,CP011970,none
CP011970_0149,CP011970,none
CP011970_0150,CP011970,none
CP011970_0151,CP011970,none
CP011970_0152,CP011970,none
CP011970_0153,CP011970,none
CP011970_0154,CP011970,none
CP011970_0155,CP011970,none
CP011970_0156,CP011970,none
CP011970_0157,CP011970,none
CP011970_0158,CP011970,none
CP011970_0159,CP011970,none
CP011970_0160,CP011970,none
CP011970_0161,CP011970,none
CP011970_0162,CP011970,none
CP011970_0163,CP011970,none
CP011970_0164,CP011970,none
CP011970_0165,CP011970,none
CP011970_0166,CP011970,none
CP011970_0167,CP011970,none
CP011970_0168,CP011970,none
CP011970_0169,CP011970,none
CP011970_0170,CP011970,none
CP011970_0171,CP011970,none
CP011970_0172,CP011970,none
CP011970_0173,CP011970,none
CP011970_0174,CP011970,none
CP011970_0175,CP011970,none
CP011970_0176,CP011970,none
CP011970_0177,CP011970,none
CP011970_0178,CP011970,none
CP011970_0179,CP011970,none
CP011970_0180,CP011970,none
MN718463_0001,MN718463,none
MN718463_0002,MN718463,none
MN718463_0003,MN718463,none
MN718463_0004,MN718463,none
MN718463_0005,MN718463,none
MN718463_0006,MN718463,none
MN718463_0007,MN718463,none
MN718463_0008,MN718463,none
MN718463_0009,MN718463,none
MN718463_0010,MN718463,none
MN718463_0011,MN718463,none
MN718463_0012,MN718463,none
MN718463_0013,MN718463,none
MN718463_0014,MN718463,none
MN718463_0015,MN718463,none
MN718463_0016,MN718463,none
MN718463_0017,MN718463,none
MN718463_0018,MN718463,none
MN718463_0019,MN718463,none
MN718463_0020,MN718463,none
MN718463_0021,MN718463,none
MN718463_0022,MN718463,none
MN718463_0023,MN718463,none
MN718463_0024,MN718463,none
MN718463_0025,MN718463,none
MN718463_0026,MN718463,none
MN718463_0027,MN718463,none
MN718463_0028,MN718463,none
MN718463_0029,MN718463,none
MN718463_0030,MN718463,none
MN718463_0031,MN718463,none
MN718463_0032,MN718463,none
MN718463_0033,MN718463,none
MN718463_0034,MN718463,none
MN718463_0035,MN718463,none
MN718463_0036,MN718463,none
MN718463_0037,MN718463,none
MN718463_0038,MN718463,none
MN718463_0039,MN718463,none
MN718463_0040,MN718463,none
MN718463_0041,MN718463,none
MN718463_0042,MN718463,none
MN718463_0043,MN718463,none
MN718463_0044,MN718463,none
MN718463_0045,MN718463,none
MN718463_0046,MN718463,none
MN718463_0047,MN718463,none
MN718463_0048,MN718463,none
MN718463_0049,MN718463,none
MN718463_0050,MN718463,none
MN718463_0051,MN718463,none
MN718463_0052,MN718463,none
MN718463_0053,MN718463,none
MN718463_0054,MN718463,none
MN718463_0055,MN718463,none
MN718463_0056,MN718463,none
MN718463_0057,MN718463,none
MN718463_0058,MN718463,none
MN718463_0059,MN718463,none
MN718463_0060,MN718463,none
MN718463_0061,MN718463,none
MN718463_0062,MN718463,none
MN718463_0063,MN718463,none
NC_028883_0001,NC_028883,none
NC_028883_0002,NC_028883,none
NC_028883_0003,NC_028883,none
NC_028883_0004,NC_028883,none
NC_028883_0005,NC_028883,none
NC_028883_0006,NC_028883,none
NC_028883_0007,NC_028883,none
NC_028883_0008,NC_028883,none
NC_028883_0009,NC_028883,none
NC_028883_0010,NC_028883,none
NC_028883_0011,NC_028883,none
NC_028883_0012,NC_028883,none
NC_028883_0013,NC_028883,none
NC_028883_0014,NC_028883,none
NC_028883_0015,NC_028883,none
NC_028883_0016,NC_028883,none
NC_028883_0017,NC_028883,none
NC_028883_0018,NC_028883,none
NC_028883_0019,NC_028883,none
NC_028883_0020,NC_028883,none
NC_028883_0021,NC_028883,none
NC_028883_0022,NC_028883,none
NC_028883_0023,NC_028883,none
NC_028883_0024,NC_028883,none
NC_028883_0025,NC_028883,none
NC_028883_0026,NC_028883,none
NC_028883_0027,NC_028883,none
NC_028883_0028,NC_028883,none
NC_028883_0029,NC_028883,none
NC_028883_0030,NC_028883,none
NC_028883_0031,NC_028883,none
NC_028883_0032,NC_028883,none
NC_028883_0033,NC_028883,none
NC_028883_0034,NC_028883,none
NC_028883_0035,NC_028883,none
NC_028883_0036,NC_028883,none
NC_028883_0037,NC_028883,none
NC_028883_0038,NC_028883,none
NC_028883_0039,NC_028883,none
NC_028883_0040,NC_028883,none
NC_028883_0041,NC_028883,none
NC_028883_0042,NC_028883,none
NC_028883_0043,NC_028883,none
NC_028883_0044,NC_028883,none
NC_028883_0045,NC_028883,none
NC_028883_0046,NC_028883,none
NC_028883_0047,NC_028883,none
NC_028883_0048,NC_028883,none
NC_028883_0049,NC_028883,none
NC_028883_0050,NC_028883,none
NC_028883_0051,NC_028883,none
NC_028883_0052,NC_028883,none
NC_028883_0053,NC_028883,none
NC_028883_0054,NC_028883,none
NC_028883_0055,NC_028883,none
NC_028883_0056,NC_028883,none
NC_028883_0057,NC_028883,none
NC_028883_0058,NC_028883,none
NC_028883_0059,NC_028883,none
NC_028883_0060,NC_028883,none
NC_028883_0061,NC_028883,none
NC_028883_0062,NC_028883,none
NC_028883_0063,NC_028883,none
NC_028883_0064,NC_028883,none
NC_028883_0065,NC_028883,none
NC_028883_0066,NC_028883,none
NC_028883_0067,NC_028883,none
NC_028883_0068,NC_028883,none
NC_028883_0069,NC_028883,none
NC_028883_0070,NC_028883,none
NC_028883_0071,NC_028883,none
NC_028883_0072,NC_028883,none
NC_028883_0073,NC_028883,none
NC_028883_0074,NC_028883,none
NC_028883_0075,NC_028883,none
NC_028883_0076,NC_028883,none
NC_028883_0077,NC_028883,none
NC_028883_0078,NC_028883,none
NC_028883_0079,NC_028883,none
NC_019421_0001,NC_019421,none
NC_019421_0002,NC_019421,none
NC_019421_0003,NC_019421,none
NC_019421_0004,NC_019421,none
NC_019421_0005,NC_019421,none
NC_019421_0006,NC_019421,none
NC_019421_0007,NC_019421,none
NC_019421_0008,NC_019421,none
NC_019421_0009,NC_019421,none
NC_019421_0010,NC_019421,none
NC_019421_0011,NC_019421,none
NC_019421_0012,NC_019421,none
NC_019421_0013,NC_019421,none
NC_019421_0014,NC_019421,none
NC_019421_0015,NC_019421,none
NC_019421_0016,NC_019421,none
NC_019421_0017,NC_019421,none
NC_019421_0018,NC_019421,none
NC_019421_0019,NC_019421,none
NC_019421_0020,NC_019421,none
NC_019421_0021,NC_019421,none
NC_019421_0022,NC_019421,none
NC_019421_0023,NC_019421,none
NC_019421_0024,NC_019421,none
NC_019421_0025,NC_019421,none
NC_019421_0026,NC_019421,none
NC_019421_0027,NC_019421,none
NC_019421_0028,NC_019421,none
NC_019421_0029,NC_019421,none
NC_019421_0030,NC_019421,none
NC_019421_0031,NC_019421,none
NC_019421_0032,NC_019421,none
NC_019421_0033,NC_019421,none
NC_019421_0034,NC_019421,none
NC_019421_0035,NC_019421,none
NC_019421_0036,NC_019421,none
NC_019421_0037,NC_019421,none
NC_019421_0038,NC_019421,none
NC_019421_0039,NC_019421,none
NC_019421_0040,NC_019421,none
NC_019421_0041,NC_019421,none
NC_019421_0042,NC_019421,none
NC_019421_0043,NC_019421,none
NC_019421_0044,NC_019421,none
NC_019421_0045,NC_019421,none
NC_019421_0046,NC_019421,none
NC_019421_0047,NC_019421,none
NC_019421_0048,NC_019421,none
NC_019421_0049,NC_019421,none
NC_019421_0050,NC_019421,none
NC_019421_0051,NC_019421,none
NC_019421_0052,NC_019421,none
NC_019421_0053,NC_019421,none
NC_019421_0054,NC_019421,none
NC_019421_0055,NC_019421,none
NC_019421_0056,NC_019421,none
NC_019421_0057,NC_019421,none
NC_019421_0058,NC_019421,none
NC_019421_0059,NC_019421,none
NC_019421_0060,NC_019421,none
NC_019421_0061,NC_019421,none
NC_019421_0062,NC_019421,none
NC_019421_0063,NC_019421,none
NC_019421_0064,NC_019421,none
NC_019421_0065,NC_019421,none
NC_019421_0066,NC_019421,none
NC_019421_0067,NC_019421,none
NC_019421_0068,NC_019421,none
NC_019421_0069,NC_019421,none
NC_019421_0070,NC_019421,none
NC_019421_0071,NC_019421,none
NC_019421_0072,NC_019421,none
NC_019421_0073,NC_019421,none
NC_019421_0074,NC_019421,none
NC_019421_0075,NC_019421,none
NC_028959_0001,NC_028959,none
NC_028959_0002,NC_028959,none
NC_028959_0003,NC_028959,none
NC_028959_0004,NC_028959,none
NC_028959_0005,NC_028959,none
NC_028959_0006,NC_028959,none
NC_028959_0007,NC_028959,none
NC_028959_0008,NC_028959,none
NC_028959_0009,NC_028959,none
NC_028959_0010,NC_028959,none
NC_028959_0011,NC_028959,none
